victim_amount,fact_date,fact_time,street_type,street_name,cross_name,comuna,victim,accused
1,2017-09-04,21:00:00,AVENIDA,DIRECTORIO AV.,PORTELA,7,MOTO,AUTO
1,2017-09-06,14:15:00,AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.",1,PEATON,PASAJEROS
1,2017-09-07,18:23:37,CALLE,USPALLATA,PIROVANO,4,PEATON,CARGAS
2,2017-09-10,09:32:17,AUTOPISTA,AUTOPISTA 25 DE MAYO,,7,AUTO,OBJETO FIJO
1,2017-09-11,06:30:00,AVENIDA,SANTA FE AV.,MAIPU,1,PEATON,PASAJEROS
1,2017-09-15,02:30:00,AVENIDA,ALVEAR AV.,DEL LIBERTADOR AV.,2,AUTO,OBJETO FIJO
1,2017-09-19,18:52:33,AVENIDA,PAVON AV.,TREINTA Y TRES ORIENTALES,5,MOTO,BICICLETA
1,2017-09-20,22:24:00,GRAL PAZ,"PAZ, GRAL. AV.",,12,MOTO,OBJETO FIJO
1,2017-09-22,07:02:09,AVENIDA,VIEYTES,"CRUZ, OSVALDO AV.",4,MOTO,AUTO
1,2017-10-02,15:55:33,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,9,MOTO,CARGAS
1,2017-10-10,01:05:38,AVENIDA,ALBARI?O,ARGENTINA AV.,8,PEATON,AUTO
1,2017-10-12,14:40:28,CALLE,"RAMIREZ DE VELASCO, JUAN",,15,MOTO,PASAJEROS
1,2017-10-13,06:12:20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",LARRAYA,8,MOTO,OBJETO FIJO
2,2017-10-14,06:15:00,AVENIDA,RIESTRA AV.,CA?ADA DE GOMEZ,8,AUTO,OBJETO FIJO
1,2017-10-16,07:45:00,AVENIDA,GALLO,CORDOBA AV.,2,MOTO,MOTO
1,2017-10-17,12:30:00,CALLE,"ARANGUREN, JUAN F., DR.",,6,PEATON,PASAJEROS
1,2017-10-26,19:15:15,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA 25 DE MAYO,9,MOTO,PASAJEROS
1,2017-10-27,05:30:00,AVENIDA,CHORROARIN,SAN MARTIN AV.,15,AUTO,CARGAS
1,2017-10-30,14:00:00,AVENIDA,COSQUIN,"ROCA, CNEL. AV.",8,MOTO,PASAJEROS
1,2017-11-06,18:00:00,AVENIDA,"ROCA, CNEL. AV.",,8,PEATON,PASAJEROS
1,2017-11-07,12:14:10,AVENIDA,WARNES AV.,PUNTA ARENAS,15,MOTO,CARGAS
1,2017-11-16,08:43:00,AVENIDA,BARCO CENTENERA DEL,"RABANAL, FRANCISCO, INTENDENTE AV.",4,PEATON,PASAJEROS
1,2017-11-17,11:45:00,AVENIDA,MOSCONI GENERAL AV.,SAN NICOLAS,11,PEATON,CARGAS
1,2017-11-19,10:30:00,AVENIDA,LAFUENTE AV.,"PERON, EVA AV.",7,MOTO,OBJETO FIJO
1,2017-11-19,22:30:00,AVENIDA,"ROCA, CNEL. AV.",ESCALADA AV.,8,AUTO,OBJETO FIJO
1,2017-11-19,23:22:17,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,4,MOTO,PASAJEROS
1,2017-11-23,19:45:00,AVENIDA,LA PLATA AV.,"GOYENA, PEDRO AV.",6,PEATON,PASAJEROS
1,2017-11-25,21:45:00,CALLE,"TRELLES, MANUEL R.","DIAZ, CESAR, GRAL.",11,AUTO,PASAJEROS
1,2017-11-26,06:45:00,GRAL PAZ,"ROCA, CNEL. AV.","PAZ, GRAL. AV.",8,AUTO,OBJETO FIJO
1,2017-11-26,17:05:00,CALLE,MAZA,DON BOSCO,5,MOTO,AUTO
1,2017-11-28,11:15:00,GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.",9,MOTO,AUTO
1,2017-11-29,10:45:00,AVENIDA,SAN JUAN AV.,LA RIOJA,3,PEATON,PASAJEROS
1,2017-11-30,12:20:00,AVENIDA,PASEO COLON AV.,MEXICO,1,PEATON,PASAJEROS
1,2017-12-04,01:15:00,AVENIDA,RIVADAVIA AV.,MIRALLA,9,PEATON,AUTO
1,2017-12-04,02:15:00,CALLE,VIEYTES,LUJAN,4,PEATON,PASAJEROS
1,2017-12-06,17:30:00,CALLE,CACHI,TRAFUL,4,BICICLETA,PASAJEROS
2,2017-12-11,02:00:00,AVENIDA,ROSARIO,LA PLATA AV.,6,MOTO,PASAJEROS
1,2017-12-11,09:15:00,AVENIDA,ENTRE RIOS AV.,CASEROS AV.,4,PEATON,PASAJEROS
1,2017-12-12,21:25:41,AVENIDA,RIVADAVIA AV.,,7,SD,MOTO
1,2017-12-17,09:02:00,GRAL PAZ,"PAZ, GRAL. AV.",HUMAITA,9,AUTO,PASAJEROS
1,2017-12-18,21:30:00,GRAL PAZ,GUALEGUAYCHU,"PAZ, GRAL. AV.",11,MOTO,AUTO
1,2017-12-20,04:31:27,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY",1,MOTO,AUTO
1,2017-12-22,13:15:00,AVENIDA,NAZCA AV.,,7,PEATON,MOTO
1,2017-12-26,15:30:00,AVENIDA,"PERON, EVA AV.",,9,PEATON,AUTO
1,2018-01-01,22:50:00,AVENIDA,SAN JUAN AV.,RINCON,3,PEATON,MOTO
1,2018-01-03,16:40:00,CALLE,PERU,,1,BICICLETA,PASAJEROS
1,2018-01-05,10:12:00,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",GALICIA,15,PEATON,MULTIPLE
1,2018-01-09,09:40:00,AVENIDA,DEL LIBERTADOR AV.,MANZANARES,13,MOTO,MULTIPLE
1,2018-01-09,22:30:00,AVENIDA,PASEO COLON AV.,,1,PEATON,PASAJEROS
1,2018-01-10,21:15:00,CALLE,VALLE,BARCO CENTENERA DEL,6,BICICLETA,PASAJEROS
1,2018-01-11,02:30:00,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,AUTO,AUTO
1,2018-01-12,17:50:00,AVENIDA,"HUERGO, ING. AV.",INDEPENDENCIA AV.,1,MOTO,CARGAS
1,2018-01-14,02:00:00,AVENIDA,PILCOMAYO,"BROWN, ALTE. AV.",4,MOTO,MOTO
1,2018-01-18,05:10:00,CALLE,CERVANTES,"BELAUSTEGUI, LUIS, DR.",10,MOTO,CARGAS
1,2018-01-19,10:30:00,AVENIDA,CALLAO AV.,"LOPEZ, VICENTE",2,PEATON,PASAJEROS
1,2018-01-26,13:30:00,CALLE,OLIDEN,"CHILAVERT, MARTINIANO, CORONEL",8,MOTO,PASAJEROS
1,2018-01-28,08:15:00,AVENIDA,CONGRESO AV.,GALVAN,12,MOTO,AUTO
1,2018-01-31,20:00:00,AVENIDA,"MORENO, PERITO AV.",RIVERA INDARTE AV.,7,PEATON,MOTO
2,2018-02-06,01:00:00,AVENIDA,AUSTRALIA AV.,,4,MOTO,PASAJEROS
1,2018-02-15,10:15:00,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.",1,MOTO,CARGAS
1,2018-02-17,04:15:00,AVENIDA,SAN PEDRITO AV.,RIVADAVIA AV.,7,PEATON,AUTO
1,2018-02-17,07:15:00,CALLE,ISABEL LA CATOLICA,"SALVADORES, CNEL.",4,MOTO,CARGAS
1,2018-02-17,12:30:00,AVENIDA,LAS HERAS GENERAL AV.,CALLAO AV.,2,PEATON,PASAJEROS
1,2018-02-19,22:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,,8,MOTO,CARGAS
1,2018-02-22,10:45:00,AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,4,PEATON,PASAJEROS
1,2018-02-24,00:00:00,AVENIDA,"MONTES DE OCA, MANUEL AV.",OLAVARRIA,4,MOTO,CARGAS
1,2018-02-24,06:00:00,CALLE,BARCO CENTENERA DEL,ROSARIO,6,MOTO,AUTO
1,2018-02-28,23:00:00,AVENIDA,ALVAREZ THOMAS AV.,DONADO,15,PEATON,CARGAS
1,2018-03-04,22:30:00,AVENIDA,AVELLANEDA AV.,BOYACA AV.,7,PEATON,AUTO
2,2018-03-09,04:45:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,4,MOVIL,CARGAS
1,2018-03-11,23:00:00,CALLE,CASTRO,RONDEAU,5,PEATON,MOTO
1,2018-03-13,15:45:00,AVENIDA,"BILBAO, FRANCISCO AV.",AZUL,9,PEATON,CARGAS
1,2018-03-15,18:00:00,AVENIDA,NAZCA AV.,GAONA AV.,11,MOTO,AUTO
1,2018-03-20,01:30:00,AVENIDA,PLAZA,ALVAREZ THOMAS AV.,15,MOTO,MOTO
1,2018-03-28,10:15:00,AVENIDA,GAONA AV.,"ARTIGAS, JOSE GERVASIO, GRAL.",11,MOTO,CARGAS
1,2018-04-02,13:00:00,AVENIDA,CABILDO AV.,AGUILAR,13,PEATON,PASAJEROS
1,2018-04-07,07:30:00,AVENIDA,CAMARONES,LOPE DE VEGA AV.,10,MOTO,CARGAS
1,2018-04-11,18:15:00,AVENIDA,SANTA FE AV.,,2,PEATON,PASAJEROS
1,2018-04-12,16:45:00,AVENIDA,RIVADAVIA AV.,,7,PEATON,PASAJEROS
1,2018-04-13,23:15:00,AVENIDA,SAN MARTIN AV.,ARGERICH,15,MOTO,AUTO
1,2018-04-18,18:45:00,AVENIDA,CORDOBA AV.,"URIBURU JOSE E., PRES.",2,PEATON,CARGAS
2,2018-04-20,17:10:00,AVENIDA,RIVADAVIA AV.,,1,PEATON,AUTO
1,2018-04-21,22:15:00,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,14,PEATON,AUTO
1,2018-04-27,11:00:00,CALLE,"FREIRE, RAMON, CAP. GRAL.","OLAGUER Y FELIU, VIRREY",13,PEATON,CARGAS
1,2018-04-27,13:30:00,AVENIDA,LA PLATA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,PEATON,PASAJEROS
1,2018-04-27,18:43:00,CALLE,BRANDSEN,PERDRIEL,4,MOTO,CARGAS
1,2018-04-28,06:30:00,AVENIDA,"VILARDEBO, TEODORO",ALVAREZ JONTE AV.,11,MOTO,AUTO
1,2018-04-28,09:00:00,AVENIDA,ALBERTI,INDEPENDENCIA AV.,3,PEATON,AUTO
1,2018-04-30,07:00:00,AVENIDA,ALVAREZ THOMAS AV.,,13,AUTO,CARGAS
1,2018-05-02,03:15:00,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,9,PEATON,AUTO
1,2018-05-08,19:00:00,AVENIDA,CORRIENTES AV.,DORREGO AV.,15,PEATON,PASAJEROS
1,2018-05-09,10:30:00,AVENIDA,RIVADAVIA AV.,PEDERNERA,7,PEATON,PASAJEROS
1,2018-05-11,19:15:00,CALLE,QUESADA,,13,PEATON,AUTO
1,2018-05-14,18:45:00,AVENIDA,CABILDO AV.,JURAMENTO AV.,13,PEATON,PASAJEROS
1,2018-05-15,21:15:00,CALLE,CALIFORNIA,"CARBONARI, FRANCISCO, CMTE.",4,PEATON,AUTO
1,2018-05-18,20:30:00,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",NAZCA,15,PEATON,PASAJEROS
1,2018-05-20,02:30:00,CALLE,SAN LUIS,AGUERO,3,MOTO,AUTO
1,2018-05-22,11:15:00,CALLE,LUGONES,,12,PEATON,BICICLETA
1,2018-05-29,07:30:00,AVENIDA,INDEPENDENCIA AV.,JUJUY AV.,3,MOTO,AUTO
1,2018-06-02,13:00:00,AVENIDA,RIVADAVIA AV.,,9,PEATON,PASAJEROS
1,2018-06-03,03:30:00,CALLE,COMBATE DE LOS POZOS,HUMBERTO 1?,3,MOTO,PASAJEROS
1,2018-06-03,06:30:00,AVENIDA,CORDOBA AV.,THAMES,15,MOTO,AUTO
1,2018-06-08,06:20:00,AVENIDA,"GARAY, JUAN DE AV.",SANCHEZ DE LORIA,5,MOTO,OTRO
1,2018-06-08,12:50:00,AVENIDA,LAVALLE,"ALEM, LEANDRO N. AV.",1,PEATON,PASAJEROS
1,2018-06-10,11:15:00,CALLE,ESTADOS UNIDOS,PICHINCHA,3,MOTO,MOTO
1,2018-06-14,01:00:00,CALLE,ROSARIO,BARCO CENTENERA DEL,6,PEATON,CARGAS
1,2018-06-16,21:15:00,AVENIDA,"ALEM, LEANDRO N. AV.",VIAMONTE,1,PEATON,PASAJEROS
1,2018-06-25,01:15:00,AVENIDA,VARELA AV.,PRIMERA JUNTA,7,AUTO,CARGAS
1,2018-06-26,17:30:00,CALLE,"PELLEGRINI, CARLOS",JUNCAL,1,MOTO,CARGAS
1,2018-06-28,11:00:00,AVENIDA,CORRIENTES AV.,"LACROZE, FEDERICO AV.",15,PEATON,PASAJEROS
1,2018-06-29,16:15:00,AVENIDA,"MONTES DE OCA, MANUEL AV.",FINOCHIETTO ENRIQUE DR.,4,PASAJEROS,AUTO
1,2018-07-01,09:00:00,AVENIDA,CARABOBO AV.,"ALBERDI, JUAN BAUTISTA AV.",7,MOTO,AUTO
1,2018-07-04,21:45:00,AVENIDA,CORDOBA AV.,,2,BICICLETA,PASAJEROS
1,2018-07-07,15:45:00,CALLE,ESTADOS UNIDOS,"URQUIZA, GRAL.",3,MOTO,PASAJEROS
1,2018-07-10,17:50:00,AVENIDA,MORENO,"HUERGO, ING. AV.",1,MOTO,CARGAS
1,2018-07-11,13:15:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,8,MOTO,CARGAS
1,2018-07-11,15:45:00,AVENIDA,"IRIARTE, GRAL. AV.",,4,PEATON,CARGAS
1,2018-07-14,06:04:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",,7,AUTO,CARGAS
1,2018-07-15,07:30:00,AVENIDA,DEL LIBERTADOR AV.,ORTIZ DE OCAMPO,14,PEATON,AUTO
1,2018-07-16,09:30:00,CALLE,"CHAVEZ, JORGE","PAZ, GRAL. AV.",9,AUTO,CARGAS
1,2018-07-16,23:15:00,CALLE,"URQUIZA, GRAL.",ESTADOS UNIDOS,3,AUTO,CARGAS
1,2018-07-21,06:15:00,CALLE,PARAGUAY,SANCHEZ DE BUSTAMANTE,2,PEATON,AUTO
1,2018-07-23,07:15:00,GRAL PAZ,DE LOS CORRALES AV.,"PAZ, GRAL. AV.",9,PEATON,CARGAS
1,2018-07-25,22:22:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",CARHUE,9,PEATON,AUTO
1,2018-07-29,06:30:00,AVENIDA,CASTANARES AV.,RIVERA INDARTE AV.,7,PEATON,MULTIPLE
1,2018-08-01,15:53:00,AVENIDA,LARRAZABAL,"GARZON, EUGENIO, GRAL. AV.",9,MOTO,CARGAS
1,2018-08-02,05:20:00,GRAL PAZ,"PAZ, GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,MOTO,CARGAS
1,2018-08-03,07:25:00,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",COCHABAMBA,1,PEATON,CARGAS
2,2018-08-03,18:16:00,AVENIDA,ENTRE RIOS AV.,"GARAY, JUAN DE AV.",3,MOTO,PASAJEROS
1,2018-08-10,21:44:00,AVENIDA,DIRECTORIO AV.,GUARDIA NACIONAL,9,PEATON,PASAJEROS
1,2018-08-15,19:20:00,AVENIDA,PAVON AV.,COLOMBRES,5,PEATON,PASAJEROS
1,2018-08-17,16:36:00,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",12,MOTO,CARGAS
1,2018-08-17,17:56:00,AVENIDA,PICHINCHA AV.,BRASIL,4,PEATON,PASAJEROS
1,2018-08-18,10:34:00,AVENIDA,27 DE FEBRERO AV.,PERGAMINO,8,MOTO,AUTO
1,2018-08-19,18:47:00,AUTOPISTA,AUTOPISTA PERITO MORENO,BARRAGAN,9,AUTO,AUTO
1,2018-08-20,08:20:00,AVENIDA,CORDOBA AV.,GASCON,14,MOTO,AUTO
1,2018-08-20,08:41:00,CALLE,15 DE NOVIEMBRE DE 1889,,1,PEATON,PASAJEROS
1,2018-08-23,05:35:00,CALLE,"SALGUERO, JERONIMO",BERUTI,14,MOTO,PASAJEROS
1,2018-08-26,00:59:00,AVENIDA,LACARRA AV.,"DELLEPIANE, LUIS, TTE. GRAL.",9,AUTO,AUTO
1,2018-08-31,22:20:00,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"ROCA, CNEL. AV.",8,PEATON,AUTO
1,2018-09-02,10:50:00,AVENIDA,VARELA AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",8,AUTO,OTRO
2,2018-09-09,05:00:00,GRAL PAZ,"PAZ, GRAL. AV.",BERON DE ASTRADA,8,AUTO,AUTO
1,2018-09-12,14:25:00,AVENIDA,RIVADAVIA AV.,PEDERNERA,7,PEATON,PASAJEROS
1,2018-09-20,10:30:00,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",,1,MOTO,AUTO
1,2018-09-21,00:15:00,GRAL PAZ,"PAZ, GRAL. AV.",ZAPIOLA,12,AUTO,MULTIPLE
1,2018-09-21,00:30:00,CALLE,FAMATINA,"TABORDA, DIOGENES",4,MOTO,AUTO
1,2018-09-27,17:51:00,AVENIDA,CASTA?ARES AV.,"BONORINO, ESTEBAN, CNEL. AV.",7,PEATON,MOTO
1,2018-10-01,08:58:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SUAREZ AV.,4,MOTO,MOTO
1,2018-10-03,18:12:00,AVENIDA,NAZCA AV.,RIVADAVIA AV.,7,PEATON,PASAJEROS
1,2018-10-04,22:02:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",ECHEVERRIA,13,MOTO,MOTO
1,2018-10-06,14:20:00,AVENIDA,RIVADAVIA AV.,JUJUY AV.,3,PEATON,PASAJEROS
1,2018-10-09,14:00:00,AVENIDA,DE LOS ITALIANOS AV.,"GUEMES, MACACHA",1,MOTO,AUTO
1,2018-10-10,22:12:00,AVENIDA,TUCUMAN,"ALEM, LEANDRO N. AV.",1,PEATON,PASAJEROS
1,2018-10-13,03:05:00,AVENIDA,CORRIENTES AV.,"GALLARDO, ANGEL AV.",15,PEATON,MOTO
1,2018-10-19,12:13:00,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,MOTO,CARGAS
1,2018-10-24,09:18:00,CALLE,MU?ECAS,SERRANO,15,MOTO,CARGAS
1,2018-10-25,11:00:00,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",TRES ARROYOS,11,MOTO,CARGAS
1,2018-10-30,02:15:00,AVENIDA,SOLIS,INDEPENDENCIA AV.,1,MOTO,AUTO
1,2018-10-31,12:30:00,CALLE,"BOSCH, VENTURA","PAZ, GRAL. AV.",9,PEATON,PASAJEROS
1,2018-11-01,10:50:00,GRAL PAZ,"PAZ, GRAL. AV.",,8,PEATON,CARGAS
1,2018-11-04,08:15:00,AVENIDA,"PERON, EVA AV.",,9,MOTO,MOTO
1,2018-11-05,14:49:00,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",PUEYRREDON AV.,3,PEATON,MOTO
1,2018-11-05,22:35:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAN PEDRITO,8,PEATON,SD
1,2018-11-09,13:34:00,AVENIDA,MONROE,ALVAREZ THOMAS AV.,12,PEATON,AUTO
1,2018-11-09,16:32:00,AVENIDA,RIVADAVIA AV.,MANZONI,10,PEATON,PASAJEROS
1,2018-11-12,01:00:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,LARRAZABAL,8,AUTO,AUTO
1,2018-11-12,03:32:00,GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.",9,AUTO,SD
1,2018-11-15,19:40:00,AUTOPISTA,AUTOPISTA PERITO MORENO,,9,CARGAS,CARGAS
1,2018-11-16,21:12:00,AVENIDA,SAENZ AV.,VENTANA,4,PEATON,PASAJEROS
1,2018-11-18,12:11:00,GRAL PAZ,"PAZ, GRAL. AV.","FALCON, RAMON L.,CNEL.",9,MOTO,AUTO
1,2018-11-19,09:14:00,GRAL PAZ,"PAZ, GRAL. AV.",DE LOS CONSTITUYENTES AV.,12,MOTO,MOTO
2,2018-11-25,04:30:00,GRAL PAZ,"PAZ, GRAL. AV.",,9,AUTO,PASAJEROS
1,2018-11-28,04:01:00,AVENIDA,"NEWBERY, JORGE AV.",GUEVARA,15,MOTO,PASAJEROS
1,2018-12-03,03:00:00,AVENIDA,GAONA AV.,SEGUROLA AV.,10,MOTO,PASAJEROS
1,2018-12-07,19:10:00,AVENIDA,"MADERO, EDUARDO AV.",,1,MOTO,CARGAS
1,2018-12-12,08:26:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA,"CASTILLO, RAMON S., PRES. AV.",2,PEATON,CARGAS
1,2018-12-12,14:07:00,AVENIDA,NAZCA AV.,RIVADAVIA AV.,7,PEATON,CARGAS
1,2018-12-12,21:00:00,AVENIDA,LA PLATA AV.,CASEROS AV.,7,PEATON,MOTO
1,2018-12-18,14:40:00,AVENIDA,BELGRANO AV.,PERU,1,PEATON,PASAJEROS
1,2018-12-18,15:42:00,AVENIDA,RIVADAVIA AV.,,7,PEATON,PASAJEROS
1,2018-12-18,20:15:00,CALLE,"ALSINA, ADOLFO",SANTIAGO DEL ESTERO,1,MOTO,PASAJEROS
1,2018-12-21,09:30:00,CALLE,BERMUDEZ,,10,PASAJEROS,PASAJEROS
1,2018-12-22,06:30:00,CALLE,SANTANDER,,7,MOTO,MOTO
1,2018-12-22,08:05:00,CALLE,LANTERI JULIETA,,1,AUTO,AUTO
1,2018-12-22,17:40:00,AVENIDA,MAZA,INDEPENDENCIA AV.,5,PEATON,MOTO
1,2018-12-25,13:30:00,GRAL PAZ,"PAZ, GRAL. AV.",,12,CARGAS,PASAJEROS
1,2018-12-29,05:25:00,AVENIDA,OLIVERA AV.,"ALBERDI, JUAN BAUTISTA AV.",10,MOTO,AUTO
1,2019-01-08,08:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),2,MOTO,CARGAS
1,2019-01-09,04:00:00,AVENIDA,CASTA?ARES AV.,"MORENO, PERITO AV.",7,AUTO,CARGAS
1,2019-01-12,08:00:00,AVENIDA,SAN MARTIN AV.,TERRADA,15,MOTO,AUTO
1,2019-01-14,19:58:00,AVENIDA,"PERON, EVA AV.",MEDINA,9,AUTO,PASAJEROS
1,2019-01-19,12:00:00,AVENIDA,"JUSTO, JUAN B. AV.",ALVAREZ JONTE AV.,10,MOTO,CARGAS
1,2019-01-23,05:45:00,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",,14,PEATON,AUTO
1,2019-01-26,19:34:00,CALLE,"MITRE, BARTOLOME",YATAY,5,MOTO,AUTO
1,2019-01-30,22:45:00,GRAL PAZ,"PAZ, GRAL. AV.",,8,MOTO,MULTIPLE
1,2019-01-31,14:55:00,AVENIDA,CHACABUCO,SAN JUAN AV.,1,MOTO,AUTO
2,2019-02-02,07:50:00,AVENIDA,DEL LIBERTADOR AV.,,14,PEATON,AUTO
1,2019-02-10,01:00:00,GRAL PAZ,"PAZ, GRAL. AV.","ALBERDI, JUAN BAUTISTA AV.",9,PEATON,AUTO
1,2019-02-17,03:16:00,AVENIDA,CASTA?ARES AV.,"GORDILLO, TIMOTEO",8,MOTO,AUTO
1,2019-02-20,07:30:00,CALLE,SALVIGNY,MOM,7,PEATON,AUTO
1,2019-02-20,17:30:00,CALLE,"LAMARCA, EMILIO",,11,MOTO,OBJETO FIJO
1,2019-02-23,06:57:00,AVENIDA,SAN MARTIN AV.,,11,AUTO,OBJETO FIJO
1,2019-02-24,02:00:00,CALLE,"CARRILLO, RAMON, DR.",FINOCHIETTO ENRIQUE DR.,4,MOTO,PASAJEROS
1,2019-03-03,07:00:00,CALLE,MEXICO,PICHINCHA,3,AUTO,PASAJEROS
1,2019-03-03,23:30:00,AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",13,PEATON,AUTO
1,2019-03-06,12:00:00,AVENIDA,DEL LIBERTADOR AV.,,13,MOTO,AUTO
1,2019-03-07,21:01:00,AVENIDA,CHICLANA AV.,,5,MOTO,AUTO
1,2019-03-15,22:50:00,AVENIDA,BOYACA AV.,YERBAL,7,MOTO,AUTO
1,2019-03-15,1900-01-02 00:00:00,AVENIDA,ENTRE RIOS AV.,,1,AUTO,SD
1,2019-03-16,08:28:00,GRAL PAZ,"PAZ, GRAL. AV.","JACQUES, AMADEO",9,AUTO,OBJETO FIJO
1,2019-03-19,1900-01-14 07:12:00,AVENIDA,ANTARTIDA ARGENTINA AV.,,1,MOTO,CARGAS
1,2019-03-22,13:10:00,CALLE,"MITRE, BARTOLOME",SANCHEZ DE BUSTAMANTE,5,PEATON,AUTO
1,2019-03-28,07:32:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",8,PEATON,PASAJEROS
1,2019-03-28,11:11:00,AVENIDA,SANTA FE AV.,AZCUENAGA,2,BICICLETA,MULTIPLE
1,2019-04-06,09:15:00,AVENIDA,"JUSTO, JUAN B. AV.","ORO?O, NICASIO",11,PEATON,PASAJEROS
1,2019-04-07,10:15:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",8,MOTO,OBJETO FIJO
1,2019-04-09,16:00:00,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",YERBAL,7,MOTO,CARGAS
1,2019-04-12,19:55:00,AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",1,BICICLETA,CARGAS
1,2019-04-16,11:00:00,AVENIDA,CAMARONES,"ALVAREZ, DONATO, TTE. GRAL. AV.",11,PEATON,AUTO
1,2019-04-18,01:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV.",1,MOTO,SD
1,2019-04-21,09:08:00,AVENIDA,"MORENO, PERITO AV.",,7,MOTO,OBJETO FIJO
1,2019-04-23,14:10:00,CALLE,SUIPACHA,,1,PEATON,BICICLETA
1,2019-04-26,22:46:00,CALLE,RIGLOS,FORMOSA,6,MOTO,AUTO
1,2019-05-01,23:10:00,AVENIDA,LA RIOJA,INDEPENDENCIA AV.,3,MOTO,AUTO
1,2019-05-04,14:10:00,AVENIDA,"UDAONDO, GUILLERMO AV.","FIGUEROA ALCORTA, PRES. AV.",13,PEATON,MOTO
1,2019-05-09,03:05:00,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,7,MOTO,AUTO
1,2019-05-09,12:45:00,CALLE,PUAN,SANTANDER,7,MOTO,SD
1,2019-05-11,20:30:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",ANDALGALA,9,AUTO,MULTIPLE
1,2019-05-14,15:00:00,CALLE,LIMA,CONSTITUCION,1,PEATON,PASAJEROS
1,2019-05-21,09:00:00,AVENIDA,CORDOBA AV.,"MADERO, EDUARDO AV.",1,BICICLETA,CARGAS
1,2019-05-27,12:45:00,AVENIDA,BOEDO AV.,,5,PEATON,MOTO
1,2019-06-03,07:27:00,AVENIDA,DEL LIBERTADOR AV.,REPUBLICA DE LA INDIA,14,MOTO,CARGAS
1,2019-06-04,09:00:00,GRAL PAZ,"PAZ, GRAL. AV.",CABILDO AV.,13,MOTO,AUTO
1,2019-06-06,10:00:00,AVENIDA,CASEROS AV.,,4,PEATON,CARGAS
1,2019-06-07,07:00:00,AVENIDA,AVELLANEDA AV.,,6,MOTO,CARGAS
1,2019-06-08,09:20:00,CALLE,CIUDAD DE LA PAZ,MENDOZA,13,PEATON,CARGAS
1,2019-06-08,23:35:00,AVENIDA,"SALGUERO, JERONIMO",HONDURAS AV.,14,MOTO,CARGAS
