n_victimas,fact_date,fact_time,comuna,street_type,alt_dir,street_name,cross_name,victim,accused,bike,car,pub_transp,bus,cyclist,severity
1,2019-01-04 00:00:00,14:50:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-05 00:00:00,09:30:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
2,2019-01-06 00:00:00,22:20:00,No Especificada,SD,SD,,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-07 00:00:00,03:50:00,No Especificada,SD,SD,,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-01-09 00:00:00,11:55:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-11 00:00:00,12:10:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-01-11 00:00:00,09:20:00,,SD,SD,"PAZ, GRAL. AV.","ACHA, MARIANO, GRAL.",SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-11 00:00:00,16:58:00,,SD,SD,DEL LIBERTADOR AV.,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-12 00:00:00,06:45:00,,SD,SD,TRONADOR,GIRIBONE,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-13 00:00:00,02:20:00,,SD,SD,PASEO COLON AV.,MEXICO,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-01-17 00:00:00,09:15:00,No Especificada,SD,SD,,,AUTO,SD,SD,x,SD,SD,SD,SD
4,2019-01-17 00:00:00,10:58:00,No Especificada,SD,SD,,,CAMIONETA,SD,SD,SD,SD,SD,SD,SD
1,2019-01-17 00:00:00,02:45:00,,SD,SD,"LACROZE, FEDERICO","CAMPOS, LUIS M. AV.",SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-18 00:00:00,08:21:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-01-18 00:00:00,14:45:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-18 00:00:00,18:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-19 00:00:00,06:10:00,,SD,SD,QUESADA,MILLER,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-01-22 00:00:00,20:48:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-23 00:00:00,01:48:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-01-23 00:00:00,21:02:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,x,SD
1,2019-01-23 00:00:00,21:00:00,No Especificada,SD,SD,,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-01-23 00:00:00,18:48:00,,SD,SD,CASTILLO,"CARRANZA, ANGEL JUSTINIANO",SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-01-24 00:00:00,22:30:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
2,2019-01-24 00:00:00,04:03:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-24 00:00:00,13:16:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
2,2019-01-24 00:00:00,12:30:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-24 00:00:00,13:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-24 00:00:00,07:00:00,,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-01-27 00:00:00,05:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-28 00:00:00,05:26:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-01-28 00:00:00,17:25:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-01-29 00:00:00,11:51:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,x,SD
1,2019-01-29 00:00:00,04:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-29 00:00:00,18:25:00,,SD,SD,DIAZ VELEZ AV.,PRINGLES,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-31 00:00:00,08:40:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-01-31 00:00:00,15:00:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,x,SD,SD
1,2019-02-01 00:00:00,16:24:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-01 00:00:00,00:45:00,,SD,SD,MU?IZ,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-01 00:00:00,17:10:00,,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-02 00:00:00,03:00:00,,SD,SD,CORREA,"BALBIN, RICARDO, DR. AV.",SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-02-04 00:00:00,12:58:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-02-04 00:00:00,20:27:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-05 00:00:00,11:00:00,,SD,SD,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-06 00:00:00,19:10:00,,SD,SD,"GARAY, JUAN DE AV.",,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-07 00:00:00,20:10:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-10 00:00:00,01:53:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-11 00:00:00,17:30:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-02-11 00:00:00,14:38:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-11 00:00:00,18:42:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,x,SD
1,2019-02-12 00:00:00,09:38:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-12 00:00:00,10:15:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-02-12 00:00:00,13:57:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-12 00:00:00,18:30:00,,SD,SD,TERRADA,"DIAZ, CESAR, GRAL.",SD,SD,SD,SD,SD,SD,SD,SD
2,2019-02-13 00:00:00,22:22:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-13 00:00:00,15:00:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-15 00:00:00,15:44:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,x,SD
1,2019-02-15 00:00:00,18:32:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,x,SD,SD
1,2019-02-15 00:00:00,22:15:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-15 00:00:00,18:30:00,,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-02-16 00:00:00,11:50:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-02-16 00:00:00,14:49:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-16 00:00:00,04:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-17 00:00:00,23:37:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-18 00:00:00,07:30:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,x,SD,x,SD
2,2019-02-18 00:00:00,06:20:00,No Especificada,SD,SD,,,AUTO,SD,SD,SD,SD,x,SD,SD
1,2019-02-18 00:00:00,07:30:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,x,SD
1,2019-02-18 00:00:00,11:24:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
2,2019-02-18 00:00:00,08:29:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-18 00:00:00,12:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-18 00:00:00,06:21:00,,SD,SD,"PAZ, GRAL. AV.",CUBA,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-19 00:00:00,17:20:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-02-20 00:00:00,07:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-21 00:00:00,15:50:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-21 00:00:00,17:00:00,,SD,SD,"PAZ, GRAL. AV.",SUPERI,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-22 00:00:00,10:00:00,,SD,SD,BOLA?OS,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-22 00:00:00,14:00:00,,SD,SD,"ACHA, MARIANO, GRAL.",,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-23 00:00:00,19:00:00,,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-25 00:00:00,09:45:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-02-25 00:00:00,20:15:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-25 00:00:00,22:10:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-25 00:00:00,10:00:00,,SD,SD,"JUSTO, JUAN B. AV.",ESTADO PLURINACIONAL DE BOLIVIA,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-02-26 00:00:00,13:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-26 00:00:00,18:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-26 00:00:00,18:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-26 00:00:00,SD,,SD,SD,SAN JUAN AV.,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-02-27 00:00:00,13:15:00,No Especificada,SD,SD,,,SD,SD,x,SD,x,SD,SD,SD
1,2019-02-27 00:00:00,18:21:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-02-28 00:00:00,14:43:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-01 00:00:00,14:16:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,x,SD
1,2019-03-01 00:00:00,20:30:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-02 00:00:00,14:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-03 00:00:00,07:20:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-03 00:00:00,07:50:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-04 00:00:00,21:00:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-03-04 00:00:00,17:15:00,,SD,SD,GAONA AV.,,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-03-06 00:00:00,15:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-03-07 00:00:00,11:25:00,No Especificada,SD,SD,,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-03-07 00:00:00,14:11:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-08 00:00:00,16:20:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-08 00:00:00,19:34:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-11 00:00:00,00:50:00,,SD,SD,SANTA FE AV.,ESMERALDA,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-03-11 00:00:00,10:51:00,,SD,SD,SANCHEZ DE LORIA,MEXICO,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-12 00:00:00,19:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-12 00:00:00,20:24:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-12 00:00:00,14:54:00,,SD,SD,"JUSTO, JUAN B. AV.",FRAGATA PRES. SARMIENTO,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-03-12 00:00:00,17:30:00,,SD,SD,"ARTIGAS, JOSE GERVASIO, GRAL.",,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-03-13 00:00:00,15:18:00,,SD,SD,SANTA FE AV.,AUSTRIA,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-03-14 00:00:00,19:00:00,,SD,SD,"PAZ, GRAL. AV.",DE LOS CONSTITUYENTES AV.,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-03-15 00:00:00,16:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-15 00:00:00,16:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-15 00:00:00,19:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-03-15 00:00:00,02:45:00,,SD,SD,ENTRE RIOS AV.,SAN JUAN AV.,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-03-15 00:00:00,09:20:00,,SD,SD,"PAZ, GRAL. AV.",ZAPIOLA,SD,SD,SD,SD,SD,SD,SD,GRAVE
2,2019-03-16 00:00:00,16:44:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-16 00:00:00,12:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
3,2019-03-17 00:00:00,07:55:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,x,SD
1,2019-03-17 00:00:00,17:07:00,No Especificada,SD,SD,,,AUTO,SD,SD,x,SD,SD,SD,SD
1,2019-03-17 00:00:00,09:20:00,,SD,SD,CORDOBA AV.,,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-03-19 00:00:00,13:30:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-03-20 00:00:00,08:30:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-03-20 00:00:00,09:11:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-20 00:00:00,20:20:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-23 00:00:00,08:15:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-03-23 00:00:00,02:04:00,,SD,SD,"PAZ, GRAL. AV.",VALLEJOS,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-03-24 00:00:00,12:08:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
5,2019-03-25 00:00:00,11:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-25 00:00:00,12:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-25 00:00:00,12:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-25 00:00:00,16:28:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-25 00:00:00,08:20:00,,SD,SD,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-03-25 00:00:00,12:27:00,,SD,SD,"BROWN, ALTE. AV.",,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-03-26 00:00:00,20:17:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-03-26 00:00:00,07:00:00,,SD,SD,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-27 00:00:00,16:15:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-03-27 00:00:00,07:05:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-03-27 00:00:00,12:04:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-27 00:00:00,12:00:00,No Especificada,SD,SD,,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-03-27 00:00:00,14:07:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-27 00:00:00,15:16:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-27 00:00:00,22:30:00,,SD,SD,"PAZ, GRAL. AV.","VARELA, JOSE PEDRO",SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-28 00:00:00,10:35:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-03-28 00:00:00,13:44:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-29 00:00:00,10:33:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-03-29 00:00:00,08:38:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,x,SD
1,2019-03-29 00:00:00,11:42:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-29 00:00:00,11:42:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-03-29 00:00:00,13:29:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-29 00:00:00,11:35:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-03-29 00:00:00,13:50:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-31 00:00:00,11:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-31 00:00:00,20:20:00,,SD,SD,CRAMER AV.,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-03-31 00:00:00,20:45:00,,SD,SD,FITZ ROY,GORRITI,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-01 00:00:00,09:43:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-01 00:00:00,11:01:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
4,2019-04-01 00:00:00,13:09:00,No Especificada,SD,SD,,,SD,SD,x,SD,x,x,SD,SD
1,2019-04-01 00:00:00,14:10:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-01 00:00:00,23:15:00,,SD,SD,ECHEVERRIA,,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-04-03 00:00:00,11:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-04 00:00:00,16:13:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-04-04 00:00:00,23:45:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-04 00:00:00,04:00:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-04-04 00:00:00,18:25:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-04 00:00:00,19:00:00,,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-04-05 00:00:00,11:10:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-05 00:00:00,11:10:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-05 00:00:00,14:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-04-05 00:00:00,16:35:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-05 00:00:00,23:50:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-05 00:00:00,18:20:00,No Especificada,SD,SD,,,AUTO,SD,x,SD,SD,SD,SD,SD
1,2019-04-05 00:00:00,06:45:00,,SD,SD,INDEPENDENCIA AV.,ENTRE RIOS AV.,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-04-05 00:00:00,13:00:00,,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-04-06 00:00:00,11:00:00,No Especificada,SD,SD,,,PEATON,SD,SD,SD,SD,SD,x,SD
1,2019-04-06 00:00:00,20:40:00,,SD,SD,"ANCHORENA, TOMAS MANUEL DE, DR.",,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-07 00:00:00,21:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-07 00:00:00,21:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-07 00:00:00,15:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-08 00:00:00,11:35:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-08 00:00:00,14:42:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-04-08 00:00:00,18:53:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-08 00:00:00,16:11:00,,SD,SD,REPUBLICA ARABE SIRIA,DEL LIBERTADOR AV.,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-09 00:00:00,00:39:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-09 00:00:00,02:20:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-09 00:00:00,15:30:00,No Especificada,SD,SD,,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-04-09 00:00:00,17:15:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-09 00:00:00,09:00:00,,SD,SD,AIZPURUA,"LE BRETON, TOMAS A.",SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-09 00:00:00,15:40:00,,SD,SD,EREZCANO AV.,FERRE,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-04-09 00:00:00,16:22:00,,SD,SD,CORDOBA AV.,MEDRANO AV.,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-04-10 00:00:00,21:50:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-11 00:00:00,08:35:00,,SD,SD,LOS PATOS,ATUEL,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-04-11 00:00:00,14:00:00,,SD,SD,"SASTRE, MARCOS",NAZCA AV.,SD,SD,SD,SD,SD,SD,SD,sd
1,2019-04-12 00:00:00,19:00:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-04-12 00:00:00,00:43:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-12 00:00:00,09:35:00,,SD,SD,OLAZABAL AV.,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-12 00:00:00,11:30:00,,SD,SD,CHIVILCOY,LASCANO,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-04-12 00:00:00,15:45:00,,SD,SD,9 DE JULIO AV.,MEXICO,SD,SD,SD,SD,SD,SD,SD,SD
4,2019-04-14 00:00:00,05:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-16 00:00:00,16:15:00,No Especificada,SD,SD,,,MOTO,SD,x,SD,SD,SD,SD,SD
1,2019-04-18 00:00:00,17:54:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-19 00:00:00,19:39:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,x,SD
2,2019-04-20 00:00:00,13:19:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-21 00:00:00,21:41:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-23 00:00:00,08:40:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,SD,SD,x,SD
1,2019-04-23 00:00:00,10:45:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-24 00:00:00,20:25:00,No Especificada,SD,SD,,,CICLISTA,SD,SD,SD,x,SD,x,SD
1,2019-04-25 00:00:00,19:26:00,No Especificada,SD,SD,,,PEATON,SD,SD,SD,SD,SD,SD,SD
1,2019-04-26 00:00:00,19:06:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-04-26 00:00:00,23:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
2,2019-04-27 00:00:00,01:50:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
2,2019-04-28 00:00:00,23:40:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-28 00:00:00,17:45:00,,SD,SD,SAN MARTIN AV.,NAZCA AV.,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-04-29 00:00:00,14:37:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-04-29 00:00:00,14:00:00,,SD,SD,BOYACA,MENDEZ DE ANDES,SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-05-01 00:00:00,23:30:00,,SD,SD,"YRIGOYEN, HIPOLITO",,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-05-02 00:00:00,10:51:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
4,2019-05-03 00:00:00,15:11:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-05-03 00:00:00,16:30:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,SD,SD
1,2019-05-04 00:00:00,09:50:00,No Especificada,SD,SD,,,SD,SD,x,SD,SD,SD,SD,SD
1,2019-05-04 00:00:00,20:50:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-05-04 00:00:00,09:36:00,,SD,SD,CERVI?O AV.,"BULLRICH, INT. AV.",SD,SD,SD,SD,SD,SD,SD,GRAVE
1,2019-05-05 00:00:00,14:02:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-05-06 00:00:00,13:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
1,2019-05-07 00:00:00,08:00:00,No Especificada,SD,SD,,,SD,SD,SD,SD,x,SD,x,SD
1,2019-05-07 00:00:00,17:20:00,No Especificada,SD,SD,,,SD,SD,SD,SD,SD,SD,SD,SD
